sha256,changwat,constituency,polling_station,amphoe,tambon,rank1_votes,rank2_votes,vote_margin,margin_rate
5d657cec16300779e8672dd6a713791bfea9c2d1f87c7d5d6c597e0815359b52,ลำปาง,1,56,เมือง,พระบาท,147,91,56,0.38095238095238093
d61a3bab525cf88c31376f4e8cf30602d0a736b8dc99831b4ad07f01677002e7,ลำปาง,1,5,เมืองกำแพงเพชร,คูเป่า,143,86,57,0.3986013986013986
0ff5bea2d1227b1a4c43922f145845f040516359321ce8e6fa733e022c197400,ลำปาง,1,3,,ทุ่งฝาย,132,75,57,0.4318181818181818
2ab1459231cb0d303f4c27214d89994b763d6da481bcc3a47b80570cdccd07e6,ลำปาง,1,53,เมือง,ถลาง,87,29,58,0.6666666666666666
48c904ea186aaca14c8eee44da47ce7ee5ae2fa5d96a5d307966d58d5d3b08fd,ลำปาง,1,0,เมือง,ม้านเจียม,159,101,58,0.36477987421383645
81c992a43c670dad3801c7d926afe836d15a195ac67c17910c99f51a26b61caf,ลำปาง,1,3,เมือง,นครแพร่,140,82,58,0.4142857142857143
cc5820164f37a04be1fff117c230e504938139ac0c017f0455104bc106f34c4a,ลำปาง,1,9,เมือง,บ้านข้า,116,57,59,0.5086206896551724
ef95b5691b49a52ddd822d17261a0d9b29fc87ad9a7e7cc194cfa8bebef1b2de,ลำปาง,1,20,เมือง,ห้องเรียง,117,57,60,0.5128205128205128
030889866b59d4d3aad16eaeaf17d033a92ccc2cb84ce61553eb628aa60876a0,ลำปาง,1,70,เมือง,ธมพ,149,88,61,0.40939597315436244
d202b0b49dec6ef57ea3b99a999ba697c27d72c68d3f6f44ccfde858eabbef3b,ลำปาง,1,71,เมือง,ชนบท,158,97,61,0.3860759493670886
54bbb628e1dac226ead0ee22ca633ebd483a7d843002dd7df6be5eafc622a020,ลำปาง,1,48,เมือง,สามยุ่ง,116,54,62,0.5344827586206896
277ef8bf9c304a9daa439aa555a7a5f80d1bb370c1caaf8e77335959b0dd5327,ลำปาง,1,3,เมือง,ปุณฑาราม,109,47,62,0.5688073394495413
941c14853485f8105c4f37545d4cd88645455b8b9eb3c96d2ed925dbaa8b1a22,ลำปาง,1,5,เมือง,นฤนาคพัฒนา,77,15,62,0.8051948051948052
baf0ed3e20a8d225d0af5c89890cb44004232436fec926d171a80f80c9aef8c7,ลำปาง,1,80,เพ็ญฯ,เมือง,108,46,62,0.5740740740740741
fad324aa2946d25f8f278d1d45d3b3908d6d9b849d07919c63cc9a59619a2256,ลำปาง,1,2,ห่างจุตรเขตกลาง,หนองหลม,152,89,63,0.4144736842105263
d29e3fe55f2f004ffd4185d701772408af5169d6c04ebc71838412223e440eb1,ลำปาง,1,15,เมือง,มาน้ำเมือง,140,77,63,0.45
b5a81efbb1e9960258e880af298ca05cdb2f8fa8a55e56aa3b8c3e55335735e2,ลำปาง,1,4,เมืองลำปาง,ปองฮัว,93,29,64,0.6881720430107527
4064223b3de1c88a2ef6ff0b9a30611913da07af9cb915d46f8879435b522b87,ลำปาง,1,5,เมือง,เชียงเหนียว,107,43,64,0.5981308411214953
7c53471b4871a21793095a2cb492521e2724f10263e372f7f97315985b78204c,ลำปาง,1,2,เมืองลำปาง,ปะเหล็ง,144,80,64,0.4444444444444444
514d6a5522c08c46da4fc626663fa0a377cf690362c52d19c68c03f8215310b5,ลำปาง,1,49,เมือง,สมคุย,118,53,65,0.5508474576271186
481e86f3371b3724ad41a9eff152f9bb22d7b93d3682aed17e1b9538a3a6a754,ลำปาง,1,25,เมืองลพบุรี,หริเวียง,96,31,65,0.6770833333333334
6894ce19d86292625af026ac6436c58cae245028ec35a3b9bf775f734395ad86,ลำปาง,1,1,เชียงใหม่,มาน้อม,182,116,66,0.3626373626373626
bf7f896b2566e2326c32410aee58bb75fb82d8ee764a169ee53924c929088aa4,ลำปาง,1,4,เมือง,ป้อมแก้ว,163,97,66,0.4049079754601227
f9d37490f7f3a215b7ed2566becaf5b087f12c6ef8a4c0cfc38af03caa10f5c2,ลำปาง,1,1,หัวมังกร,ป้อมคก,113,46,67,0.5929203539823009
3b9c11a132d720ee8649c48a2989468b0690d706069840791ba719425957cee0,ลำปาง,1,11,เมืองลำปาง,เวียงเหนือ,128,61,67,0.5234375
428870e01e2467dd2e7af6535874cb41190271cf2582e7ddf1afad8a242fdbf3,ลำปาง,1,21,เมือง,หัวเวียง,112,45,67,0.5982142857142857
c28552236c9b1ad014c2ac088c1c72796ec32ca3af7e566f5c370f747490fd26,ลำปาง,1,13,เชียงดาว,เชียงตาล,133,65,68,0.5112781954887218
90e3b76127a1185f63dfa082b04a3b223f80c0911e4477be1ce3c1a234a1b4c8,ลำปาง,1,6,เมือง,เวียงเหนือ,117,47,70,0.5982905982905983
a5cd7c04e03a5014489d103c0a19cebf30c62cdcd90ec875360a6fd3be9e6ced,ลำปาง,1,8,ถลาง,เชิงทะเล,189,119,70,0.37037037037037035
3898fb34aa3933c6434865bad56071f7a72e015549c098d0bcf78117a9141ec1,ลำปาง,1,6,ถลาง,เชิงทะเล,183,112,71,0.3879781420765027
11bfd03a154a8c57aae02047182dd393fc35895d4d7a6d15a551bb4ed1cf6f74,ลำปาง,1,60,เมือง,พระบาท,137,66,71,0.5182481751824818
dcd865ef181a9c9a6d7239a85fd7ac8982c013323ee2c21261b58cd1b59af09d,ลำปาง,1,14,หัวเมือง เชต์,ปะยูหค,194,123,71,0.36597938144329895
2182fd6d3eea5a3251b6f35274d620a5a4512db188acd6d690c8c29d6b9e2f43,ลำปาง,1,3,เมือง,ป้อมแพ้ว,183,112,71,0.3879781420765027
03e9067a33b6cb9f39d8447cecedc3cdf1ce2e2945cf2c6df53474f918ba4303,ลำปาง,1,10,เมืองลำปาง,ฝั่งฝ่าย,196,125,71,0.3622448979591837
15d674eaca1d5182cd5a262c7d200cc84a5b4d801fd94c4b2d55197bae0fbf4e,ลำปาง,1,43,เมือง,สวนใหญ่,108,37,71,0.6574074074074074
a70e8dfe6db1e7552be767accc81de873317832d058b2ce2b17d10aafc23826b,ลำปาง,1,59,เมือง,พะยูมา,125,53,72,0.576
7f137eed6f377f146c9ef9813da1cc45cbe69cc0a6d5cf8500da3f4af727cb7e,ลำปาง,1,33,เมือง,ม้านเอย,180,108,72,0.4
cbecbe73014d636ffca94d517635eb66bf64dd2f06a061f84b055bc805fad535,ลำปาง,1,14,หัวเสียตรา,ปังยางคก,104,32,72,0.6923076923076923
cdaba072645cd3f0ec4b84e346b7bb8b8b658b8070580e9b52589274ac94f790,ลำปาง,1,2,เมือง,หมู่ที่ 9,176,104,72,0.4090909090909091
7b55eb7e724f907a5f24ece46f1a6f91c2ad63a49572e59ec40f7f6e3256dad0,ลำปาง,1,1,เมืองลำปาง,นิคมพัฒนา,81,9,72,0.8888888888888888
41aeb26dc7decdccb28ae5bb46a4c7d1c54d518230895a5a92a7198423b5ea3e,ลำปาง,1,73,เมือง,สมพู,142,70,72,0.5070422535211268
c2b81bcbbc2447a918060f7329a968ca18c6d1abaed5edb87f8147c1029598dc,ลำปาง,1,4,ห้ามจักร,หัวล่างค้าง,178,106,72,0.4044943820224719
3b65a61de86215fc0d082deebe7d0a4ed4171d222790edc3ca1137f84b5e54f0,ลำปาง,1,4,เมืองลำปาง,ป่าเป้า,145,72,73,0.503448275862069
7ef0da48f7892624ac0519baf8dc5db75807377fd92134a3c3910b574640b8f6,ลำปาง,1,1,เมืองลำปาง,เวียงเหนือ,111,37,74,0.6666666666666666
cf32649ee1944a152fdf8620da7ecdae042e61d4908d146bc64b0cdb8c987943,ลำปาง,1,64,เมือง,พระยา,181,107,74,0.4088397790055249
f1d99e980b0a365d7524d41ff8fb5918511ee85b93a7b819898986a1d8419923,ลำปาง,1,5,ห้างฉัตร,ห้างฉัตร,188,114,74,0.39361702127659576
bbb2030be068a0c771668f53758eb121d2457a483fd4493688dd7ad87f6cfc11,ลำปาง,1,72,เมือง,ชมพู,136,62,74,0.5441176470588235
188b235462977ae32ee4e62b12a1ed03d1047ac11be4d21840b036085d378032,ลำปาง,1,41,เมือง,สามย่าน,125,50,75,0.6
c552241d35749c0a83bc7086ace468f0d9a5ac2be869df8ddfa70c9a9620781e,ลำปาง,1,12,เมือง,บ้านเอื้อม,133,58,75,0.5639097744360902
b090919d1850f64b1d14fc661b7ebf3348b952f5cf0edaaf0e64449c942613c0,ลำปาง,1,13,ห้างฉัตร,เมืองยาง,91,15,76,0.8351648351648352
b51359796f2db407ef021ab13cd3752f01d6973d478084a2bd49065a848dde12,ลำปาง,1,2,เมืองลำปาง,หนองคาย,128,52,76,0.59375
9d416107de5505b8edea183a653abf36a0d6ac1321d78dcb46e404ac95b76791,ลำปาง,1,6,หัวลิงคิตร,เมืองฯ,82,6,76,0.926829268292683
8d1134877e4ca14c7715dc8a0d09ffb6d96e6649b71ffadc63d852304f2c1fca,ลำปาง,1,2,กำแพงเพชร,หัวจังหวัด,180,104,76,0.4222222222222222
c576fcd82c65919f953222498bc8ec45f3f5f1144e32b3d72c658da0100b925f,ลำปาง,1,9,ห้างสักครึ่ง,เมืองยาง,93,16,77,0.8279569892473119
129912318a79b4e48c89cfd46a9f91d868c5424e02ba8e2e249b76f9b2628915,ลำปาง,1,28,เมืองลำปาง,หัวเวียง,109,32,77,0.7064220183486238
908c9b0eb3a486984c088cca602916b0a2047d7e062b7124fde60d22c45aeefe,ลำปาง,1,4,หัวเมือง,ห้างฉัตร,217,140,77,0.3548387096774194
75cc1249cd68bb8f3d3327832446e284fcdc64c721e60becd6a3dc19623312a7,ลำปาง,1,10,เชิงเขา,มานองช์,160,82,78,0.4875
cc6536c46598c192be716c29320e9c7db55debb3409d8f69c96f19134dea0af6,ลำปาง,1,3,อำเภอ/เขต เชิงจักร,ตำบล/แขวง/เทศบาล เมืองพะเยา,96,18,78,0.8125
ffd0e69f6d071df5c424f8126dc2c706adbab1f48d7eb51b63e48a0f279f7485,ลำปาง,1,4,สร้อย,เชียงเหลือ,152,73,79,0.5197368421052632
c672553f4a4460b160ac2fa08075035d74913d315e9c04d7ae33b5f02234cf90,ลำปาง,1,30,เพลงเทียน,กรุงเทพฯ,121,40,81,0.6694214876033058
eeb063034bc8efb29ddb3563b25f7793e95d3fc27f54e11f7ebed7382c3e176b,ลำปาง,1,2,หัวเสียง,มังยางคก,198,116,82,0.41414141414141414
af90de34d87d7d49ccb9ae74cf1e70053b16ad112653a8b2f694c4211315e484,ลำปาง,1,40,เมือง,สบคีย,152,70,82,0.5394736842105263
04064c739bb309b8835c6af157d6ad1cf94144b35994c83b7160cee3a92283e2,ลำปาง,1,6,ทางเข้า,เมืองตาล,141,58,83,0.5886524822695035
bfb7b7e11895acff18acaaed319e57ea0b10e48c9c2ad18355b891495a715a21,ลำปาง,1,6,เมือง,คันธรชัย,160,76,84,0.525
8c522d04d9cdd3dce0eebedf81ede17d7002db0a6b510c40ae44b93dce935b30,ลำปาง,1,37,เมือง,คลองคุ่ม,136,51,85,0.625
59694acc0c8db29b66119e6d9dc7968edb3ad8de1fd90ddad7167771f4e9c15e,ลำปาง,1,3,เมือง,กรุงเทพฯ,159,74,85,0.5345911949685535
d97c65fdf911900af40f38a723fd4c90063175a9bc9be88cf734552aa4c829dc,ลำปาง,1,81,เมือง,นองแล้ว,148,63,85,0.5743243243243243
3f40a200c3f5d87105b2d6c78cc1ed3d81158a07c1b8f9ed2edcf5276a7ee9dc,ลำปาง,1,11,กำแพงเพชร,เมืองยาง,107,21,86,0.8037383177570093
0abb5a3d5ba816eff3555ebefde09ba608ad7570a965c4eb42f11e618844abc4,ลำปาง,1,13,ร้อน,ค่ายเซียง,176,90,86,0.48863636363636365
1e115b6432dd03c70e051b8b2594a80314d0b4a0b8ce66f176955e882eefc305,ลำปาง,1,69,เมือง,พระบาท,168,81,87,0.5178571428571429
a720c7789c2f3f79330b0941e105bf614999784ea661fe3d6ade136cb4048bb8,ลำปาง,1,18,เมือง,ต้นครูย,135,48,87,0.6444444444444445
c0451cf1e7c5773191d2c6fe4df3befb49960d8ceb3c766c66a2be888d23c0fa,ลำปาง,1,26,เมืองลำปาง,หัวเวียง,128,41,87,0.6796875
c8003f10d609e3098ab31b626a0770c39ca44857906024c1f9e060b30a5f2879,ลำปาง,1,76,เมือง,ธมพ,157,69,88,0.5605095541401274
40cbdc0b6211fe77206afc7b9af59f3285acd48f762bda6cecfc93195c891ab5,ลำปาง,1,27,เมือง,ถนนสาย,185,96,89,0.4810810810810811
c7e1bba1b6bb491711d6355758569fe90202ca7e93434d742f7b60b28c6b64e4,ลำปาง,1,1,เมืองลิฟาย,คลองจั่ย,173,84,89,0.5144508670520231
799d1e1a5c59cf13267c83b2b37db38630adda20b0c12e1a9f5ad07bfca31ec1,ลำปาง,1,14,เมือง,ม่อแร้ง,149,59,90,0.6040268456375839
0512b5ca8a8cf36beadf072816581b52227e034f9396aa52f2c14727348452de,ลำปาง,1,23,เมืองลำปาง,คันถังชัย,136,46,90,0.6617647058823529
720c001ba97d9faec9b2d4fb0bfcc7723ca085e932319c0651fb548c2d1fa9ee,ลำปาง,1,29,เมือง,หัวเสียง,151,61,90,0.5960264900662252
acf500becdfe5aaadb5009816274eee6701f52ca8c283faa76ffb5cd6ea1ac5e,ลำปาง,1,78,เมือง,จิตรี,163,73,90,0.5521472392638037
bfae14babefff793b63cc28a01a5a8f7dfed0afe818ec669ebcbfe438c2c5577,ลำปาง,1,67,เมือง,พระบาทฯ,142,50,92,0.647887323943662
67291fe4a3e340de451fba51718af370a48862bfbf0aae54ad4a680d5b278fb9,ลำปาง,1,9,เชิงคีรี,ปากคาด,110,16,94,0.8545454545454545
a8e88a666e1f397d513a1d950731d1fa22c07a2eb5fdf641dfd30687b85291d0,ลำปาง,1,8,หัวจ่าย,40,173,75,98,0.5664739884393064
ca376088ea0f01ab065a87c01b80a0dc4fd01cf31920e95935f5f3bc219ad875,ลำปาง,1,1,ถลาง,เชิงทะเล,124,26,98,0.7903225806451613
db9f3291022b84b3dc134fde16dccf0f34bcb692bd9194fabc5e8548263ec4fd,ลำปาง,1,38,เมือง,สุขใจ,168,69,99,0.5892857142857143
e17952d73003b9abf574e8a16458736dfab43d575e8f2b256317834ea485bad3,ลำปาง,1,5,เมือง,ม้านเน้า,189,89,100,0.5291005291005291
7547ae5d03536aef9f2b6b8ca0e40ef77b830d0adb4c99f949a0259e92e017f5,ลำปาง,1,2,ห้างฉัตร,ห้างฉัตร,134,34,100,0.746268656716418
1586391cc96af0585527210505e5339bc08fbb2646fde0541145d2f3ff881bad,ลำปาง,1,22,เมือง,หัวเวียง,130,29,101,0.7769230769230769
e0e8e20a1f1d43969908969c593be24c70fafd019247ad9a4b69d08c0d947d0a,ลำปาง,1,4,เมือง,มานเรียม,196,94,102,0.5204081632653061
d0fd93307f79d2009d877e4c073a632f98ba86714214fe5beedacc3b493a9ec8,ลำปาง,1,54,เมืองลำปาง,สุขชัย,157,53,104,0.6624203821656051
06e957a45b33ef48362893252df010d1b3c2050801ce3b5555d412274e9c392a,ลำปาง,1,22,เชื่อมลำปลา,สำราญ,161,57,104,0.6459627329192547
49362652f996085eef8ff131069234b3b3b5cd8e9d6ef2818b3d06b29741ad22,ลำปาง,1,3,ห้างฉกรรจ์,หนองหล่ม,214,108,106,0.4953271028037383
93b213013fea59f1eef21dd04468a2537f58e7d6b0aec1fd5f136c681ae9a661,ลำปาง,1,39,เมือง,สมเด็จ,176,69,107,0.6079545454545454
b3f0588027edbfdbb634cf2f9a7ed29b10c9ba28d2faf350cfcc827e33c2b790,ลำปาง,1,79,เมือง,คูแย้ง,159,52,107,0.6729559748427673
10d0ab87d1a0362b7b4de6535d8eb262bf795da8eb87fc5061ebfe6da66f01aa,ลำปาง,1,7,ห้างฉัตร,หัวจักร,241,132,109,0.45228215767634855
681d6b059156e233034b5feb3614617a8d1c2914a3b93ff171cf4158b85f362c,ลำปาง,1,11,เมือง,ปอดแวก,197,88,109,0.5532994923857868
010c3b8ee364d964a940de6ab3d1ffee97d65cf83557454c80bdc7c87c86f586,ลำปาง,1,4,เขตลาด,เจริญนคร,189,80,109,0.5767195767195767
b17733d9fce3857aa12c80e3315b1700ad40fa95e0516a09168c4916b3fd9063,ลำปาง,1,6,หางฉัตร,ห้างฉัตร,129,20,109,0.8449612403100775
a158a4d90222fe81d2ad69e1df2c66f04a8b7023c046194a6d23ef6681bac53b,ลำปาง,1,20,เมืองลำปาง,คันธรชัย,181,72,109,0.6022099447513812
acd3ef654cfcb7c3df06f4b2422a8427ab6e7bac5c32925f14647902db5e2e0b,ลำปาง,1,51,เมือง,สำราญ,162,53,109,0.6728395061728395
d53673d8bfb1d9590754a0fedda3f74ea810fc1e655c044b9c4d4cf25bbb3d06,ลำปาง,1,17,เมืองพัทลุง,คันองชัย,174,65,109,0.6264367816091954
026bc520371aa02d8850f4591fc02f918e074dcb52bbbcfccf3c2b329cea3b0d,ลำปาง,1,8,เมืองลำปาง,3 ป้อมสร้าง,191,81,110,0.5759162303664922
40210972494ddce17aa3f8e89da16204e9b2496e7af98d2d4889c93a61503a43,ลำปาง,1,17,เมือง,ป้อมฮ่อง,192,81,111,0.578125
03ba53cbb370471e0619ea15933fd244e36dcb4fc7ba56f6de329b3ffeddc773,ลำปาง,1,68,เมืองลำปาง,พระบาท,179,68,111,0.6201117318435754
5e61b82fe0143795b691c26d2c7ee499b4730f1da22032c6eac4f7bc3bdc4a9c,ลำปาง,1,74,เมืองฯ,ธมย.,158,46,112,0.7088607594936709
39b8ed1299b3339fd9f8d43d198a42f662314f2e4bac0aba2f265044a2583379,ลำปาง,1,19,เมืองลำปาง,คันธรพย์,185,72,113,0.6108108108108108
b6c27de612b9bf57ec0d9af6c5d308f55241cfb32af884bd21df29be372a0199,ลำปาง,1,10,เมืองลำปาง,คลองมิ้ว,114,0,114,1.0
e007ba6db0de9dcd72c6729c0d0375d1e0ea3c84ca9da58bf811e05470364663,ลำปาง,1,2,เมือง,คันกลางน้ำย,253,139,114,0.4505928853754941
cf80de775e4cba7e036a93c1f5b8022f778efca6f612855434e4f883dbf8cb68,ลำปาง,1,66,เมือง,พระบาท,171,56,115,0.672514619883041
f33f08b62801ce934207590082c80dc4b453898745d8c3462dbc8681af79e810,ลำปาง,1,25,เมือง,พระบาท,168,52,116,0.6904761904761905
67a4a6401c058a557e6fbb1e4a7afd0a6c623616c074d7ab53944872f06b286a,ลำปาง,1,4,เพียง,คันธรอย,187,70,117,0.6256684491978609
bb19b05398629810e25ef5edc460590ef105ed0e07c6391f82920922c0d74de4,ลำปาง,1,1,หัวฉัตร,401,124,6,118,0.9516129032258065
aa82a2d42774351f1cba11fc60c7e571fba0fa92e224dbe7cc7dcfa67f950435,ลำปาง,1,1,กำแพงเพชร,เมืองพิมล,151,32,119,0.7880794701986755
cee165fd4b37c7fdf947ada692ebf2e2b1a5fa5389d99df8074eb971e4ce0326,ลำปาง,1,23,เชิงคานอง,หัวเวียง,270,147,123,0.45555555555555555
1545296537816b1b23074f2fabb67f1def78e05c59e64d2c7144d988629eaf03,ลำปาง,1,3,อำเภอ/เขต หัวเมืองฯ,ตำบล/แขวง/เทศบาล 20,173,49,124,0.7167630057803468
015b04d2eb819a076b045cf6876d3236424c066ee0632db1da058d9dcd7d778d,ลำปาง,1,32,เมืองฯ,สวนดอก,197,73,124,0.6294416243654822
780c19451214886aa99b143fe44d4dbd3a7874e84894816ad8d955c198fcb695,ลำปาง,1,16,เมือง,บ้านเมือง,145,21,124,0.8551724137931035
049c9f74ec9652571bf1e6400aa1f9f19df0aef7e90bbc8957b17b84e816f297,ลำปาง,1,4,เมืองลำปาง,น่าเข้าฯ,228,103,125,0.5482456140350878
94eab1e53ed58839d91176e38442ec8ad4bc856cb2bd3f4dde6e3bb62f4e90bb,ลำปาง,1,7,บางกะปิ,ป้อมเจ้าหลวงกรุงเทพฯ,178,49,129,0.7247191011235955
d486ff7d22bb93608fb890bdd2990c60c8ac4851da3016c565590159616a84db,ลำปาง,1,1,เมือง,เวียงเหนือ,197,62,135,0.6852791878172588
660c164a1cd44756f55f8a5f72118c5e6d15988169b89704dbaf2db93de63a07,ลำปาง,1,5,ห้างฉัตร,อ่อนนุ่ม,155,14,141,0.9096774193548387
558c7a00b454ea4c305b8b75e3aa77d633178c89611079cc3f6a3234361df534,ลำปาง,1,5,ถลาง,เชิงทะเล,192,48,144,0.75
bd20156cb2fbdf12da19219348ab0089de7a0b8bc4c96ce3509fac40a1318851,ลำปาง,1,12,เมือง,หมู่ที่ 16,231,84,147,0.6363636363636364
582a77b6f1a8ff0c8acf89dd3220f299a95bb3ca3da36acde49412a1f23accb7,ลำปาง,1,9,เมืองลำปาง,ป้อมเจ้าหลวงกระซ่าเกอ,252,103,149,0.5912698412698413
88dd20ad6b1ca17bcb15bb65b7a2a240f248d00e9eb08c7a6d653584a745a541,ลำปาง,1,1,,,549,398,151,0.2750455373406193
8b8bb758064fb109f2044f89ccfbc4ab8ed229dc8af0d2a1597c4e8b9c9df272,ลำปาง,1,9,เมือง,ห้ามเรียน,202,44,158,0.7821782178217822
b690b18fe286049fef36e98f4a584ca974d644590251b8b59b2d6a1fec00084f,ลำปาง,1,5,เมือง,คันถลิ่ย,231,66,165,0.7142857142857143
28dcaac0125f10c00db752d7ad508abac6ad70ae79bd623f5af837e21ef23a44,ลำปาง,1,9,เมือง,บ่อแล้ง,208,41,167,0.8028846153846154
3c35738e18f3971a73a0533f74a7df692a4cf62058fe603baa45650a399ecc3a,ลำปาง,1,9,ห้างฉัตร,หนองหล่อ,295,127,168,0.5694915254237288
a226bfe234f7f1091e3cb404d1dada416b037cadf68b00ed9303bc4093f0ae07,ลำปาง,1,14,เมือง,ป้อมยิ้ม,247,65,182,0.7368421052631579
1273c09ee20df7bd08dc900cba3517e334b42b43614fa9f848107025dbdcb408,ลำปาง,1,77,อำเภอ/เขต เมืองฯ,ตำบล/แขวง/เทศบาล,238,51,187,0.7857142857142857
f2d59f8d2a1033c81d1fc18710b25589b1ee5512ad2722b994a5c397fa146083,ลำปาง,1,16,เชิงทะเล,ต้นทอง,295,86,209,0.7084745762711865
54ad986c646bcf57122481890350057510ce1e6c8a963012e62a3d57b4acd744,ลำปาง,1,3,ห้างฉัตร,ปอยางคก,226,13,213,0.9424778761061947
99250798fbd7a7570328bb96f2de8a5b20764ef593ea3e7e64d3377f0d01be6a,ลำปาง,1,47,เมืองลำปาง,สพป.,407,180,227,0.5577395577395577
58cf715b1ebf4a2715bc45296891bda8b230835ab2b8aa1eca966117580330ca,ลำปาง,1,10,เมือง,ปะเหลียนอง อ่าเก้อ,443,188,255,0.5756207674943566
3a398a269aea36000a976d9a47f6584f2e9a54690c55ff0df63a42d46851775b,ลำปาง,1,31,เมือง,นครลำปาง,424,152,272,0.6415094339622641
572bbbc672da3afd9f4b63ffd4fb6eeda54119a43572926976f22e867bb2b339,ลำปาง,1,1,เขตเลือกตั้งที่ 1,โลงเรียนทร์มอญคุณศักดา พิฆนาการฯ,330,32,298,0.9030303030303031
f6c2c4cc81635d42ee2d8ff4b0de09b54e161bedfdf5bea6432f0fd50e9e902b,ลำปาง,1,27,เมือง,หัวเรียง,309,5,304,0.9838187702265372
39a2fd4a602590960760416ec85fd938cd7d137aeb680bb90ca3dd1d3b257890,ลำปาง,1,1,,,522,75,447,0.8563218390804598
d16bdc35f1ce9bd0896373b0b0c81d0f5197f3a25762664492d83741d4334ea5,ลำปาง,1,1,,,541,60,481,0.88909426987061
37267c6d8b6d7f433f1467e2b52876496cb72afd2887c0a8d0a38ef3d7f8902a,ลำปาง,1,1478,,,545,55,490,0.8990825688073395
c8265d6985042ff384b638d5ec8abe525b97c06d6e7712407215094ed745d9a3,ลำปาง,1,1,ไม่ระบุ,ไม่ระบุ,569,60,509,0.8945518453427065
1309d73412f5745585dac47b75f3ca176bfa701353cde2cb20d6e57a61f92106,ลำปาง,1,1,ไม่ระบุ,ไม่ระบุ,571,51,520,0.9106830122591943
3851312c1f22be0e2b57ae6f0e151fe62725481944671101964c2847ffd1ab80,ลำปาง,1,1,,,575,53,522,0.9078260869565218
