changwat,constituency,amphoe,tambon,station_count,voters_registered,voters_present,ballots_used,ballots_valid,ballots_invalid,ballots_no_vote,turnout_rate,invalid_rate,no_vote_rate
ลำปาง,1,เพียง,ฟ้าแลอิม,1,396,463,263,239,15,9,1.1691919191919191,0.032397408207343416,0.019438444924406047
ลำปาง,1,เพื่อ,ทุ่งฝาย,1,411,305,305,271,11,23,0.7420924574209246,0.036065573770491806,0.07540983606557378
ลำปาง,1,เพื่อง,ธมห.,1,664,430,430,367,13,50,0.6475903614457831,0.030232558139534883,0.11627906976744186
ลำปาง,1,เมือง,2043,1,841,551,551,466,17,66,0.6551724137931034,0.030852994555353903,0.11978221415607986
ลำปาง,1,เมือง,704,1,371,216,216,201,4,11,0.5822102425876011,0.018518518518518517,0.05092592592592592
ลำปาง,1,เมือง,คลองสอง,1,21,156,156,124,12,16,7.428571428571429,0.07692307692307693,0.10256410256410256
ลำปาง,1,เมือง,คันถลชัย,1,731,489,489,416,15,58,0.6689466484268126,0.03067484662576687,0.11860940695296524
ลำปาง,1,เมือง,คันธงชัย,1,415,264,264,210,30,24,0.636144578313253,0.11363636363636363,0.09090909090909091
ลำปาง,1,เมือง,คันธรชัย,1,707,548,548,443,54,51,0.7751060820367751,0.09854014598540146,0.09306569343065693
ลำปาง,1,เมือง,คูแย้ง,1,538,364,364,332,3,29,0.6765799256505576,0.008241758241758242,0.07967032967032966
ลำปาง,1,เมือง,ชมพู,1,501,334,334,305,10,19,0.6666666666666666,0.029940119760479042,0.05688622754491018
ลำปาง,1,เมือง,ต้น ธงชัย,1,651,450,450,389,26,35,0.6912442396313364,0.057777777777777775,0.07777777777777778
ลำปาง,1,เชื่อมลำปลา,สำราญ,1,528,356,356,320,8,28,0.6742424242424242,0.02247191011235955,0.07865168539325842
ลำปาง,1,เมือง,ต้นชัย,1,735,500,500,480,24,56,0.6802721088435374,0.048,0.112
ลำปาง,1,เมือง,ต้นสูงชัย,1,97,698,698,607,24,67,7.195876288659794,0.034383954154727794,0.09598853868194843
ลำปาง,1,เมือง,ถนนชัย,1,674,433,433,370,11,52,0.642433234421365,0.025404157043879907,0.12009237875288684
ลำปาง,1,เมือง,ทุ่งช้าง,1,579,409,409,363,21,35,0.7063903281519862,0.05134474327628362,0.08557457212713937
ลำปาง,1,............,นางลตร,1,342,236,236,202,12,22,0.6900584795321637,0.05084745762711865,0.09322033898305085
ลำปาง,1,เมือง,ธมพ,1,694,436,436,366,26,44,0.6282420749279539,0.05963302752293578,0.10091743119266056
ลำปาง,1,เมือง,ธมพ.,1,629,403,359,359,90,49,0.6406995230524642,0.22332506203473945,0.12158808933002481
ลำปาง,1,เมือง,ธมฺพ ไทยฯ,1,322,233,233,190,17,26,0.7236024844720497,0.07296137339055794,0.11158798283261803
ลำปาง,1,ทางเข้า การ,เมืองตาล,1,500,700,300,305,200,200,1.4,0.2857142857142857,0.2857142857142857
ลำปาง,1,ถาวรวิทยา,เวียงตาล,1,420,327,327,276,20,31,0.7785714285714286,0.06116207951070336,0.09480122324159021
ลำปาง,1,เมือง,น่อแป๋ว,1,172,136,136,122,2,12,0.7906976744186046,0.014705882352941176,0.08823529411764706
ลำปาง,1,เมือง,บุญนาคพิทยา,1,133,107,107,100,3,4,0.8045112781954887,0.028037383177570093,0.037383177570093455
ลำปาง,1,เพิ่ม,ป่าเหลื่อม,1,477,346,346,319,14,13,0.7253668763102725,0.04046242774566474,0.03757225433526012
ลำปาง,1,เชียงใหม่,เวียงเหนือ,1,727,481,481,422,14,45,0.6616231086657497,0.029106029106029108,0.09355509355509356
ลำปาง,1,อำเภอ/เขต เมือง,หมู่ที่ 16,1,727,520,520,474,10,36,0.7152682255845942,0.019230769230769232,0.06923076923076923
ลำปาง,1,เขตเลือกตั้งที่ 1,โลงเรียนทร์มอญคุณศักดา พิฆนาการฯ,1,446,446,412,412,7,27,1.0,0.01569506726457399,0.06053811659192825
ลำปาง,1,อำเภอ/เขต เมืองลำปาง,ตำบล/แขวง/เทศบาล,1,45,45,45,415,2,42,1.0,0.044444444444444446,0.9333333333333333
ลำปาง,1,อำเภอ/เขต เมืองลำปาง,ตำบล/แขวง/เทศบาลตัวจริง,1,682,409,478,409,23,45,0.5997067448680352,0.05623471882640587,0.1100244498777506
ลำปาง,1,อำเภอ/เขต เมืองฯ,ตำบล/แขวง/เทอมบาล เลื่อนมา,1,205,250,250,299,6,11,1.2195121951219512,0.024,0.044
ลำปาง,1,อำเภอ/เขต เมืองฯ,หมู่ที่ 2,1,381,272,272,232,9,31,0.7139107611548556,0.03308823529411765,0.11397058823529412
ลำปาง,1,อ่างทอง,เขตเลือกตั้งที่ 1,1,0,0,760,689,17,54,,,
ลำปาง,1,เขตน้อยลำปลาย,ป้อมเจ้าหลวงกระซ่าเกอ,1,873,616,616,526,25,65,0.7056128293241696,0.040584415584415584,0.10551948051948051
ลำปาง,1,เขตร้อยสามแยก,มูลนายอิมพ,1,434,434,434,387,52,17,1.0,0.11981566820276497,0.03917050691244239
ลำปาง,1,เขตลำปาง,เรอดิมอุดม,1,760,760,760,676,10,74,1.0,0.013157894736842105,0.09736842105263158
ลำปาง,1,เขตเลือกตั้งที่ 1,ม01163,1,523,369,363,312,7,44,0.7055449330783938,0.018970189701897018,0.11924119241192412
ลำปาง,1,เขตเลือกตั้งที่ 1,สำนักอิ่ม,1,368,255,255,211,16,28,0.6929347826086957,0.06274509803921569,0.10980392156862745
ลำปาง,1,เขตเลือกตั้งที่ 1,เตรียมอุดมศึกษา,1,760,760,760,693,5,63,1.0,0.006578947368421052,0.08289473684210526
ลำปาง,1,เขตเลือกตั้งที่ 1,โรงเรียนเตรียมอุดมศึกษา,1,520,520,520,689,10,61,1.0,0.019230769230769232,0.11730769230769231
ลำปาง,1,เขตเลือกตั้งที่ ๑๑,มูลนายพิชชา,1,372,278,278,248,14,16,0.7473118279569892,0.050359712230215826,0.05755395683453238
ลำปาง,1,เชียงใหม่,เมืองพัฒนา,1,763,569,564,488,39,37,0.745740498034076,0.06854130052724078,0.06502636203866433
ลำปาง,1,เชิงชิต,ป้อมทอง,1,444,365,365,321,23,21,0.8220720720720721,0.06301369863013699,0.057534246575342465
ลำปาง,1,เชิงทะเล,ต้นทอง,1,909,655,655,532,27,96,0.7205720572057206,0.04122137404580153,0.1465648854961832
ลำปาง,1,เชิงทะเล,เชิงทะเล,1,473,303,303,262,9,32,0.6405919661733616,0.0297029702970297,0.10561056105610561
ลำปาง,1,เชิงเขา,มานองช์,1,671,492,492,420,39,33,0.7332339791356185,0.07926829268292683,0.06707317073170732
ลำปาง,1,เชิงเมือง,หัวเวียง,1,500,344,344,259,100,30,0.688,0.29069767441860467,0.0872093023255814
ลำปาง,1,เชียง,บ้านเป้า,1,476,342,342,306,10,26,0.7184873949579832,0.029239766081871343,0.07602339181286549
ลำปาง,1,เชียงคำ,เชิงมูล,1,760,686,686,686,11,63,0.9026315789473685,0.016034985422740525,0.09183673469387756
ลำปาง,1,เชียงคิตร,เชียงตาล,1,30,521,521,449,25,40,17.366666666666667,0.04798464491362764,0.07677543186180422
ลำปาง,1,เชียงดาว,เชียงตาล,1,47,353,353,305,18,30,7.51063829787234,0.05099150141643059,0.08498583569405099
ลำปาง,1,เชียงราย,สำเนาถ่าย,1,785,113,113,539,34,40,0.14394904458598726,0.3008849557522124,0.35398230088495575
ลำปาง,1,เชียงราย,เชียงตาล,1,47,49,413,367,18,27,1.0425531914893618,0.3673469387755102,0.5510204081632653
ลำปาง,1,เชียงใหม่,เชิงชัย,1,431,431,380,380,35,169,1.0,0.08120649651972157,0.39211136890951276
ลำปาง,1,เมือง,ทุ่งลาย,1,539,406,406,339,339,34,0.7532467532467533,0.8349753694581281,0.08374384236453201
