sha256,voting_type_x,candidate_number,candidate_name,party,votes,voting_type_y,changwat,constituency,polling_station,amphoe,tambon,voters_registered,voters_present,ballots_valid,ballots_invalid,ballots_no_vote,turnout_rate,invalid_rate,no_vote_rate,validation_passed,station_vote_share,choice_number,choice_name,choice_label
2ae3b59e050a1b28211f9e2ca91938a6306c8537df7f41132edd1d89deb8922e,election_day,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่,1,election_day,ลำปาง,1,46,เมือง,สบุ๋ย,345,210,178,6,26,0.6086956521739131,0.02857142857142857,0.12380952380952381,False,0.0056179775280898875,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่
2ae3b59e050a1b28211f9e2ca91938a6306c8537df7f41132edd1d89deb8922e,election_day,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ,10,election_day,ลำปาง,1,46,เมือง,สบุ๋ย,345,210,178,6,26,0.6086956521739131,0.02857142857142857,0.12380952380952381,False,0.056179775280898875,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ
31c9279f04e0f99db4bd1c4cf9f13c97fc1d12671ef090d99e0af8884fdda6a5,election_day,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่,1,election_day,ลำปาง,1,7,หัวเมืองฯ,วงศ์แก้ว,475,320,282,24,14,0.6736842105263158,0.075,0.04375,True,0.0035460992907801418,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่
31c9279f04e0f99db4bd1c4cf9f13c97fc1d12671ef090d99e0af8884fdda6a5,election_day,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ,13,election_day,ลำปาง,1,7,หัวเมืองฯ,วงศ์แก้ว,475,320,282,24,14,0.6736842105263158,0.075,0.04375,True,0.04609929078014184,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ
322de201ad83536a09b3b0b30e57ce568a531fa970259a86b6d156bed45266ed,election_day,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่,3,election_day,ลำปาง,1,2,เมืองลำปาง,ทุ่งฝาย,40,402,398,72,26,10.05,0.1791044776119403,0.06467661691542288,False,0.007537688442211055,5,นายนริศ แสงบุญเรือง,พรรคไทยก้าวใหม่
322de201ad83536a09b3b0b30e57ce568a531fa970259a86b6d156bed45266ed,election_day,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ,19,election_day,ลำปาง,1,2,เมืองลำปาง,ทุ่งฝาย,40,402,398,72,26,10.05,0.1791044776119403,0.06467661691542288,False,0.04773869346733668,9,นายก้องเกียรติ มาทา,พรรครวมไทยสร้างชาติ
3454cdfdccd12eed9ea8e336402d5323a9f0a1b539b87f9380d03c385b752cff,election_day,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,4,election_day,ลำปาง,1,1,เชิงทะเล,เชิงทะเล,473,303,262,9,32,0.6405919661733616,0.0297029702970297,0.10561056105610561,False,0.015267175572519083,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
36c8122012e366f9ef0e8c7b7d6e99eddc14d47d31df9a437f5288378fe5c64d,election_day,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,211,election_day,ลำปาง,1,2,เมือง,มานตา,698,514,473,22,19,0.7363896848137536,0.042801556420233464,0.03696498054474708,True,0.44608879492600423,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
371498078a21654a7df8224e56f03ae5fb2f62ef1e64a3ae7d7928d06efcfc8f,election_day,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย,26,election_day,ลำปาง,1,9,หัวมิตร,นำมากล,7,263,235,15,13,37.57142857142857,0.057034220532319393,0.049429657794676805,False,0.11063829787234042,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย
371498078a21654a7df8224e56f03ae5fb2f62ef1e64a3ae7d7928d06efcfc8f,election_day,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ,9,election_day,ลำปาง,1,9,หัวมิตร,นำมากล,7,263,235,15,13,37.57142857142857,0.057034220532319393,0.049429657794676805,False,0.03829787234042553,6,ร.ต.อ. ประสิทธิ์ ทิวงศ์ษา,พรรคเศรษฐกิจ
37267c6d8b6d7f433f1467e2b52876496cb72afd2887c0a8d0a38ef3d7f8902a,advance,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,7,advance,ลำปาง,1,1478,ไม่ระบุ,ไม่ระบุ,760,760,692,0,68,1.0,0.0,0.08947368421052632,True,0.010115606936416185,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
3789fe69af02b1e8e55e3f516674a4ecb82ea8572184cc287096ab24d79f39af,advance,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน,504,advance,ลำปาง,1,1,,,0,0,672,3,85,,,,False,0.75,8,นางทิพา ปวีณาเสถียร,พรรคประชาชน
3851312c1f22be0e2b57ae6f0e151fe62725481944671101964c2847ffd1ab80,advance,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,55,advance,ลำปาง,1,1,ลำปาง,ศึกษาพิทยากร,760,760,694,9,54,1.0,0.011842105263157895,0.07105263157894737,False,0.0792507204610951,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
39a2fd4a602590960760416ec85fd938cd7d137aeb680bb90ca3dd1d3b257890,advance,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,13,advance,ลำปาง,1,1,,,360,360,678,9,73,1.0,0.025,0.20277777777777778,False,0.019174041297935103,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
39b8ed1299b3339fd9f8d43d198a42f662314f2e4bac0aba2f265044a2583379,election_day,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,4,election_day,ลำปาง,1,19,เมืองลำปาง,คันธรชัย,631,449,377,14,58,0.7115689381933439,0.031180400890868598,0.1291759465478842,True,0.010610079575596816,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
3b65a61de86215fc0d082deebe7d0a4ed4171d222790edc3ca1137f84b5e54f0,election_day,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย,85,election_day,ลำปาง,1,4,เมืองล่าง,น้ำเป้า,500,362,317,15,30,0.724,0.04143646408839779,0.08287292817679558,True,0.26813880126182965,4,นายกิตติกร โล่ห์สุนทร,พรรคเพื่อไทย
3b6dffaa888ccd263e36e97f94ce5a6fa0b916a9de58b9f58fa78070230b3550,election_day,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,3,election_day,ลำปาง,1,6,ห้องพักอาศัย,หนองหล่ม,340,265,244,3,18,0.7794117647058824,0.011320754716981131,0.06792452830188679,True,0.012295081967213115,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
3f40a200c3f5d87105b2d6c78cc1ed3d81158a07c1b8f9ed2edcf5276a7ee9dc,election_day,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่,78,election_day,ลำปาง,1,11,ห้างฉัตร,เมืองฯ,420,329,321,10,13,0.7833333333333333,0.030395136778115502,0.03951367781155015,False,0.24299065420560748,2,นายบุญเชิด พรมศร,พรรคโอกาสใหม่
40210972494ddce17aa3f8e89da16204e9b2496e7af98d2d4889c93a61503a43,election_day,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย,14,election_day,ลำปาง,1,7,เมือง,ปอแอ๋ว,521,415,357,20,38,0.7965451055662188,0.04819277108433735,0.09156626506024096,False,0.0392156862745098,3,นายชวนิต จันทรสุรินทร์,พรรคภูมิใจไทย
