จังหวัด,เขต,อำเภอ,ตำบล,จํานวนหน่วย,ผู้มีสิทธิ,มาใช้สิทธิ,บัตรใช้ไป,บัตรดี,บัตรเสีย,บัตรไม่เลือก,1. ไทยทรัพย์ทวี,2. เพื่อชาติไทย,3. ใหม่,4. มิติใหม่,5. รวมใจไทย,6. รวมไทยสร้างชาติ,7. พลวัต,8. ประชาธิปไตยใหม่,9. เพื่อไทย,10. ทางเลือกใหม่,11. เศรษฐกิจ,12. เสรีรวมไทย,13. รวมพลังประชาชน,14. ท้องที่ไทย,15. อนาคตไทย,16. พลังเพื่อไทย,17. ไทยชนะ,18. พลังสังคมใหม่,19. สังคมประชาธิปไตยไทย,20. ฟิวซัน,21. ไทรวมพลัง,22. ก้าวล่วง,23. ปวงชนไทย,24. วิชชั่นใหม่,25. เพื่อชีวิตใหม่,26. คลองไทย,27. ประชาธิปัตย์,28. ไทยก้าวหน้า,29. ไทยภักดี,30. แรงงานสร้างชาติ,31. ประชากรไทย,32. ครูไทยเพื่อประชาชน,33. ประชาชาติ,34. สร้างอนาคตไทย,35. รักชาติ,36. ไทยพร้อม,37. ภูมิใจไทย,38. พลังธรรมใหม่,39. กรีน,40. ไทยธรรม,41. แผ่นดินธรรม,42. กล้าธรรม,43. พลังประชารัฐ,44. โอกาสใหม่,45. เป็นธรรม,46. ประชาชน,47. ประชาไทย,48. ไทยสร้างไทย,49. ไทยก้าวใหม่,50. ประชาอาสาชาติ,51. พร้อม,52. เครือข่ายชาวนาแห่งประเทศไทย,53. ไทยพิทักษ์ธรรม,54. ความหวังใหม่,55. ไทยรวมไทย,56. เพื่อบ้านเมือง,57. พลังไทยรักชาติ
ลำปาง,1,เมืองลำปาง,สำโรงซ้าย,1,660,459,459,382,73,48,1,6,2,6,2,13,2,4,89,3,14,2,1,0,3,5,0,0,0,0,0,0,0,0,0,1,21,0,2,1,0,2,0,1,2,0,71,5,1,0,0,2,0,1,1,122,0,2,1,0,0,3,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,สุขชัย,1,571,372,372,347,7,18,1,0,1,0,1,12,1,3,53,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,53,0,1,0,0,3,0,0,1,157,0,3,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,หนองคาย,1,487,328,328,309,5,24,0,0,0,0,0,0,0,0,0,0,7,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,23,0,1,0,0,1,0,0,0,1,52,2,0,0,1,2,0,0,0,128,0,6,3,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,หัวเวียง,2,859,527,527,493,250,270,0,0,0,2,3,16,3,3,65,1,5,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,33,1,5,1,0,0,9,0,1,0,73,1,0,0,0,8,2,0,0,237,0,6,2,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองลำปาง,เวียงเหนือ,4,1916,1213,1213,1172,44,2978,1,5,1,1,3,18,2,5,93,4,23,7,3,0,0,1,1,0,0,0,1,0,1,0,0,1,69,1,12,1,0,0,1,2,2,1,172,5,0,0,1,10,1,0,99,332,3,7,5,0,2,0,0,0,1,0,1
ลำปาง,1,เมืองลิฟาย,คลองจั่ย,1,682,498,478,406,39,35,2,4,4,5,2,14,3,5,84,1,18,0,5,0,0,2,2,0,0,0,0,0,1,0,0,0,17,0,2,0,2,0,1,0,0,1,51,2,0,0,0,4,1,1,1,173,0,1,0,0,0,0,0,0,8,6,0
ลำปาง,1,เมืองฯ,ธมย.,1,559,367,367,329,329,29,1,1,2,2,1,10,0,3,45,0,6,0,3,1,1,0,0,0,2,0,0,0,0,0,0,0,26,1,0,0,0,1,0,1,0,0,46,1,0,0,0,0,1,0,0,158,4,3,1,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,นิคมพัฒนา,1,239,185,185,179,179,2,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,4,3,3,3,3,4,3,0,0,20,1,0,0,0,2,1,0,0,52,1,0,0,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,ป้อมเฮือง,1,677,495,495,463,9,24,2,4,3,0,2,7,2,2,70,2,24,5,4,0,0,1,1,0,1,0,0,0,0,0,0,0,29,1,5,0,0,0,1,0,1,1,59,1,0,0,0,5,4,2,0,27,0,5,3,0,1,0,0,0,0,0,6
ลำปาง,1,เมืองฯ,สวนดอก,1,704,456,456,433,5,18,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,4,1,0,0,0,0,0,0,43,0,20,0,0,6,1,0,1,1,73,2,0,0,0,2,0,0,0,197,0,4,7,0,0,0,0,0,0,0,0
ลำปาง,1,เมืองฯ,หัวมูลค่า,1,395,270,271,267,12,12,0,3,2,0,1,8,0,4,87,1,14,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,14,1,1,0,1,0,0,0,0,0,15,0,0,0,0,5,0,0,0,98,0,5,0,0,0,1,0,0,0,0,0
ลำปาง,1,เมืองไทย,เชิงทะเล,1,317,206,206,188,6,12,1,3,2,0,6,3,0,1,45,0,12,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,1,38,0,0,0,0,0,0,0,0,62,0,0,0,0,2,0,0,0,0,0,0
ลำปาง,1,เม็ด,ม้านเป้า,1,690,517,486,486,447,37,1,11,2,5,4,7,3,5,172,2,7,3,3,0,0,3,0,0,0,0,0,0,0,0,0,0,16,0,1,1,1,1,0,0,0,2,53,3,0,1,0,6,0,2,0,164,1,2,1,1,0,0,0,1,0,1,0
ลำปาง,1,เลขที่ 407,เก็บมาแล้ว,1,504,338,338,288,31,19,0,1,1,2,2,7,0,4,65,1,13,2,3,0,0,0,0,0,1,0,0,0,0,9,0,0,15,0,1,0,0,0,0,0,0,0,48,0,1,0,0,1,0,0,0,115,1,2,2,0,0,0,0,0,0,0,0
ลำปาง,1,ไม่ระบุ,ไม่ระบุ,3,1520,1520,2253,1908,7,65,1,2,0,3,4,16,1,4,180,4,18,7,3,0,1,4,0,1,0,0,0,0,0,0,0,0,60,3,13,0,0,0,3,0,0,0,112,0,0,0,0,9,1,1,0,1140,1,7,3,1,1,0,0,0,0,0,0
