sha256,voting_type,station_id,tambon,amphoe,changwat,constituency,polling_station,election_date,voters_registered,voters_present,ballots_allocated,ballots_used,ballots_valid,ballots_invalid,ballots_no_vote,ballots_remaining,total_votes,validation_passed,turnout_rate,valid_rate,invalid_rate,no_vote_rate
e0283cd4e2320bdd119236a8917f14ed6acf256f13c67c6afbb6b7bcb9e3c8b6,election_day,,บุญหาดฟ้ามนา,เมือง,ลำปาง,1,8,2026-02-28,300,228,300,228,228,19,17,72,228,False,0.76,1.0,0.08333333333333333,0.07456140350877193
fe614a8c7f105e07fa0661bcb27896de1f643efb8122ec7f86541f397e933576,election_day,,ม้านเป้า,เมือง,ลำปาง,1,11,2026-02-28,273,211,260,211,188,9,14,49,188,False,0.7728937728937729,0.8909952606635071,0.04265402843601896,0.06635071090047394
ffd0e69f6d071df5c424f8126dc2c706adbab1f48d7eb51b63e48a0f279f7485,election_day,,เรื่องเหนือ,เมือง,ลำปาง,1,9,2026-02-28,652,416,600,416,367,8,41,184,367,False,0.6380368098159509,0.8822115384615384,0.019230769230769232,0.0985576923076923
52212598f774177496e713576e6081af7ba593f7eafa2a94dc6366a7589ed65d,election_day,,ตำบล/แขวง/เทศบาล เมืองฯลฯ,อำเภอ/เขต ห้างสรรพสินค้า,ลำปาง,1,2,2026-02-28,47,448,600,448,415,18,15,152,415,True,9.53191489361702,0.9263392857142857,0.04017857142857143,0.033482142857142856
755abe3496e46301d6d88eadf9e93cf683bdec598e1742721aa4c57e3f7e9869,advance,,เชิงมูล,เชียงคำ,ลำปาง,1,7,2026-02-28,760,686,760,686,686,11,63,0,686,False,0.9026315789473685,1.0,0.016034985422740525,0.09183673469387756
7d4746b9e480dbe7fe8fb38775157ae1994c26b31ba2017834d8ffa34a43f2ac,election_day,,เกียวเหนือ,เมือง,ลำปาง,1,15,2026-02-28,406,264,360,264,220,10,34,96,220,False,0.6502463054187192,0.8333333333333334,0.03787878787878788,0.12878787878787878
82669a6dde07b625c9deed5ac30fea77edf17e8370ab3e835bf958ba8d36cae8,election_day,,บ้านศา,เมืองลำปาง,ลำปาง,1,5,2026-02-28,722,504,700,504,448,35,21,196,448,True,0.6980609418282548,0.8888888888888888,0.06944444444444445,0.041666666666666664
9171d0a94aa2da15220713c306d803f80a67fb7bb3b6a77ba2c30e87fae4dfb0,election_day,,คลองสอง,เมือง,ลำปาง,1,15,2026-02-28,21,156,200,156,124,12,16,44,126,False,7.428571428571429,0.7948717948717948,0.07692307692307693,0.10256410256410256
0abb5a3d5ba816eff3555ebefde09ba608ad7570a965c4eb42f11e618844abc4,election_day,,คันธรชัย,เมืองฯ,ลำปาง,1,43,2026-02-28,639,454,620,454,377,25,52,166,377,False,0.7104851330203443,0.8303964757709251,0.05506607929515418,0.1145374449339207
0ea206335e9c245b3b3803b937dd238f1bb472c389b62ed26c7318a4a44c5d75,election_day,,ปอเรือง,เมือง,ลำปาง,1,5,2026-02-28,479,352,440,352,314,17,21,88,314,False,0.7348643006263048,0.8920454545454546,0.048295454545454544,0.05965909090909091
481e86f3371b3724ad41a9eff152f9bb22d7b93d3682aed17e1b9538a3a6a754,election_day,,หัวเมือง,เมืองพิมาย,ลำปาง,1,25,2026-02-28,340,242,340,242,206,13,23,98,206,False,0.711764705882353,0.8512396694214877,0.05371900826446281,0.09504132231404959
9d416107de5505b8edea183a653abf36a0d6ac1321d78dcb46e404ac95b76791,election_day,,เมืองฯ,อำเภอ/เขต กำแพงเพชร,ลำปาง,1,6,2026-02-28,240,179,240,179,180,10,9,41,180,False,0.7458333333333333,1.005586592178771,0.055865921787709494,0.05027932960893855
a5f2c92675f20c17108253a3a0f965cec9d4ec22fc625da0afc6cf190a0db949,election_day,,ปังยางคก,ม่วงฉัตร,ลำปาง,1,11,2026-02-28,349,256,320,256,236,6,14,64,236,False,0.7335243553008596,0.921875,0.0234375,0.0546875
b55fcef0baa2486e49eceb39785bcbaa318dcf140d63fd5b801603beb04fc684,election_day,,ท่าฝาย,เมืองลำปาง,ลำปาง,1,4,2026-02-28,393,301,380,301,260,19,24,79,260,False,0.7659033078880407,0.8637873754152824,0.06312292358803986,0.07973421926910298
bfae14babefff793b63cc28a01a5a8f7dfed0afe818ec669ebcbfe438c2c5577,election_day,,พระบาทฯ,เมือง,ลำปาง,1,67,2026-02-28,536,343,500,343,297,11,35,157,297,False,0.6399253731343284,0.8658892128279884,0.03206997084548105,0.10204081632653061
c7e1bba1b6bb491711d6355758569fe90202ca7e93434d742f7b60b28c6b64e4,election_day,,ตำบล/แขวง/เทศบาลตัวจริง,อำเภอ/เขต เมืองลำปาง,ลำปาง,1,1,2026-02-28,682,409,640,478,409,23,45,162,409,False,0.5997067448680352,1.0,0.05623471882640587,0.1100244498777506
d9c704fc73262a350dc9c7011373b7df541e0def363d578304dc69135315d481,election_day,,สวนดอก,เมือง,ลำปาง,1,34,2026-02-08,493,303,460,303,255,15,33,157,255,False,0.6146044624746451,0.8415841584158416,0.04950495049504951,0.10891089108910891
dc5518b18558b59b647b748840e031fb13f24a42c02f983dd645930c554d0a5a,election_day,,ฟางฝาย,เมือง,ลำปาง,1,1,2026-02-08,780,561,561,561,510,17,3422,219,510,False,0.7192307692307692,0.9090909090909091,0.030303030303030304,6.09982174688057
ec5239596ecfe9cfc645bc0640f762746d995a39bd00a733de7576d3dc257b50,election_day,,เมืองฯ,กำจัดรถ,ลำปาง,1,12,2026-02-28,520,347,520,347,347,19,144,144,347,False,0.6673076923076923,1.0,0.05475504322766571,0.414985590778098
f3099959cd5871b17d22dda8bf1a1159b94da4ce45fc6dee6b00b513dfa4accc,election_day,,บ่อแฮ๋ว หนองกะทิม,เมืองลำปาง,ลำปาง,1,8,2026-02-28,168,134,160,134,124,3,7,26,124,False,0.7976190476190477,0.9253731343283582,0.022388059701492536,0.05223880597014925
593b4119792da918ea5438e0af84be51673d85daf1a2c371a1f48cbb19842d02,election_day,,บ่อแล้ว,เมืองฯ,ลำปาง,1,1,2026-02-28,534,421,500,421,359,17,43,79,359,False,0.7883895131086143,0.8527315914489311,0.040380047505938245,0.1021377672209026
5d21724c8cb82ada5913ccaf79d787896fc24f0d850cbc5583c1c6b29ecf6907,election_day,,นครลำปาง,เมือง,ลำปาง,1,29,2026-02-04,356,227,320,227,199,4,24,93,199,False,0.6376404494382022,0.8766519823788547,0.01762114537444934,0.10572687224669604
030889866b59d4d3aad16eaeaf17d033a92ccc2cb84ce61553eb628aa60876a0,election_day,,ธมพ,เมือง,ลำปาง,1,70,2026-02-28,694,436,660,436,366,26,44,224,366,True,0.6282420749279539,0.8394495412844036,0.05963302752293578,0.10091743119266056
036e9e16eee28cfa08249f71df5309eaf66214daf3ccfc16af70d7ed43d66e9b,election_day,,เขื่องเหนือ,เมือง,ลำปาง,1,14,2026-02-28,358,220,320,220,200,57,18,100,200,False,0.6145251396648045,0.9090909090909091,0.2590909090909091,0.08181818181818182
10d0ab87d1a0362b7b4de6535d8eb262bf795da8eb87fc5061ebfe6da66f01aa,election_day,,หัวลังคตาร,ห้างจักร,ลำปาง,1,3,2026-02-28,469,592,760,592,516,30,46,168,516,False,1.2622601279317698,0.8716216216216216,0.05067567567567568,0.0777027027027027
