จังหวัด,เขต,ผู้ชนะ,พรรค,คะแนน,คะแนนดี,ผู้มีสิทธิ,มาใช้สิทธิ
ลำปาง,1,นางทิพา ปวีณาเสถียร,พรรคประชาชน,43340,98221,130557,102336
